name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Khmelnitsky,2021-12-28,-4.3,-12.2,-6.8,-10.4,-18.3,-13.2,-7.9,91.7,7,100,8.33,snow,0.5,7.2,,25.2,86.9,1017.3,79.3,6.3,29.7,2.5,2,,2021-12-28T08:07:52,2021-12-28T16:19:44,0.8,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2021-12-29,-6.4,-15,-9.8,-8.6,-22.3,-14.5,-10.4,94.9,0,0,0,,0.1,8,,14.8,127.9,1015.1,88,6.1,44.6,3.9,2,,2021-12-29T08:08:00,2021-12-29T16:20:35,0.84,Partially cloudy,Partly cloudy throughout the day.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2021-12-30,-3.6,-9.9,-6.5,-6.9,-15,-10.9,-7.2,93.9,0.2,100,4.17,snow,0,7.5,,14.4,191.9,1019.3,82.2,6.6,39.4,3.3,2,,2021-12-30T08:08:05,2021-12-30T16:21:28,0.87,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2021-12-31,5.1,-3.5,0.8,0.6,-8.5,-3.9,0.3,96.8,5.5,100,8.33,"rain,snow",0,2.7,,25.9,266.7,1015,97.8,3,12.1,1.1,1,,2021-12-31T08:08:08,2021-12-31T16:22:24,0.9,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"33429099999,remote"
Khmelnitsky,2022-01-01,6.3,1.4,3.3,3,-4.7,-1.8,2.6,95.3,2,100,8.33,rain,0,0,,34.2,299.3,1014.1,81.3,8.7,34,3,2,,2022-01-01T08:08:07,2022-01-01T16:23:23,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-02,2.1,-3.1,-0.2,0.7,-8.9,-4.8,-2.3,86,0,0,0,,0,0,,31,296.4,1020.8,65.8,12.5,58.9,5.2,3,,2022-01-02T08:08:03,2022-01-02T16:24:24,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-03,7.7,0.3,3.6,3.1,-4.7,-1.4,2.4,92.2,0.6,100,4.17,rain,0,0,,36,267.7,1005.9,84.5,11.4,30.5,2.6,2,,2022-01-03T08:07:56,2022-01-03T16:25:27,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-04,5.7,0.8,3.3,2.6,-4,-0.9,2.5,94.6,1.6,100,8.33,rain,0,0,,24.5,240.5,1004.7,89.4,10,33.4,2.9,2,,2022-01-04T08:07:45,2022-01-04T16:26:33,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-05,8.4,3.4,6,7.7,-0.2,2.9,4.9,92.4,0.9,100,8.33,rain,0,0,,29.2,245.1,999.4,95.5,11.7,26.3,2.1,1,,2022-01-05T08:07:32,2022-01-05T16:27:41,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-06,3.6,-0.5,1.2,0.1,-5.8,-2.8,-0.2,90.4,0.8,100,4.17,"rain,snow",0,0,,25.2,290.6,1008.1,91.4,10,22.5,1.9,1,,2022-01-06T08:07:16,2022-01-06T16:28:51,0.11,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-07,-0.3,-5.2,-2.7,-2.8,-10.6,-7.5,-6,79.1,0,0,0,,0,0,,28.8,287.9,1021.9,31.7,10,63,5.4,3,,2022-01-07T08:06:57,2022-01-07T16:30:04,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-08,0.2,-6.6,-3,-5.7,-12.1,-9.1,-5.6,82.7,2,100,4.17,snow,0,0,,32.4,150,1019.5,71.1,10.8,35.4,3.1,2,,2022-01-08T08:06:34,2022-01-08T16:31:18,0.17,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-09,0.5,-5.4,-2.1,-0.1,-9.8,-6.4,-2.8,94.7,8,100,8.33,"rain,snow",0.2,4.9,,24.8,160.8,1007.8,80.1,3.3,20.3,1.7,1,,2022-01-09T08:06:09,2022-01-09T16:32:34,0.21,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-10,-1.6,-5.7,-4.1,-6.4,-12,-9.3,-5.5,90.2,0.2,100,8.33,snow,0.1,8.8,27,21.6,0.4,1019.1,96.4,13,53.9,4.5,2,10,2022-01-10T08:05:41,2022-01-10T16:33:52,0.24,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-11,-4.6,-9.6,-6.2,-9.7,-16.8,-12.5,-7.7,89.3,0.4,100,4.17,snow,0.1,9.2,36.4,21.6,353.6,1030,96.5,6,41.7,3.6,2,10,2022-01-11T08:05:10,2022-01-11T16:35:12,0.28,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"33429099999,remote"
Khmelnitsky,2022-01-12,-8.7,-14,-11.4,-15.6,-20.8,-18.6,-13.4,85.8,0.1,100,4.17,snow,0,9.4,40.7,21.6,324,1035,53.3,15.3,62.7,5.5,2,10,2022-01-12T08:04:36,2022-01-12T16:36:34,0.31,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-13,0.9,-14.1,-5.2,-5.6,-20.5,-11.6,-6.5,90.5,0.3,100,4.17,"rain,snow",0,9.2,61.2,32.4,279.7,1028.7,92,9.1,28,2.4,1,10,2022-01-13T08:03:59,2022-01-13T16:37:57,0.34,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-14,2.3,0.4,1.3,-5.1,-6.5,-5.6,-0.3,89,1.5,100,8.33,"rain,snow",0,5.3,91.8,52.2,292,1013.3,93.6,19.8,13.1,1.1,1,10,2022-01-14T08:03:19,2022-01-14T16:39:22,0.38,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"33429099999,remote"
Khmelnitsky,2022-01-15,0.2,-2.1,-0.8,-5.9,-9,-8,-3.6,81.8,0.4,100,12.5,"rain,snow",0,5.2,69.8,40.7,307.6,1017.5,94.4,15.1,50.9,4.5,2,10,2022-01-15T08:02:36,2022-01-15T16:40:48,0.41,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-16,-0.6,-4.1,-2.2,-4.5,-9.5,-7.3,-4.7,83.3,0.1,100,4.17,"rain,snow",0,5.1,47.9,24.8,283.3,1022.5,85.7,18.5,38.8,3.2,2,10,2022-01-16T08:01:51,2022-01-16T16:42:16,0.45,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-17,0.7,-2.9,-0.7,-5.8,-11,-7.5,-3.2,83.6,2,100,4.17,"rain,snow",1.2,5,78.8,43.2,269.7,1008.1,98.6,12.1,27.3,2.4,1,10,2022-01-17T08:01:03,2022-01-17T16:43:45,0.48,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-18,-1.8,-4.7,-3.1,-8.7,-12.4,-11,-6.9,75,1.2,100,8.33,snow,0.9,7.2,75.6,42.5,322,1018.9,53.2,17,56,4.8,2,10,2022-01-18T08:00:13,2022-01-18T16:45:15,0.51,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-19,-1.6,-7.1,-3.7,-4.6,-12.9,-8.9,-5.5,87.8,0.1,100,4.17,snow,0.1,7.1,51.5,24.5,288.4,1026.4,75,15.8,40.7,3.6,1,10,2022-01-19T07:59:19,2022-01-19T16:46:47,0.55,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-20,0.6,-7.1,-2.5,-4.7,-11.6,-8,-5.1,82.8,0.1,100,4.17,"rain,snow",0,7,61.6,29.5,242.3,1012.1,83.3,18.8,46.9,4.1,2,10,2022-01-20T07:58:24,2022-01-20T16:48:19,0.58,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-21,-3.1,-5.4,-4,-10.6,-13.3,-12,-6.3,84.5,0.2,100,4.17,snow,0.3,6.8,61.9,39.6,272,1010.3,94.4,12.3,49.6,4.3,2,10,2022-01-21T07:57:25,2022-01-21T16:49:53,0.62,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-22,-3.2,-6.3,-4.5,-9,-13.4,-11.2,-5.9,90.2,2.9,100,8.33,snow,1.4,8.3,54.4,29.5,296.3,1013.4,98,4.2,40.7,3.5,1,10,2022-01-22T07:56:25,2022-01-22T16:51:27,0.65,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"33429099999,remote"
Khmelnitsky,2022-01-23,-4.9,-10.2,-7,-11.7,-16.9,-14.3,-8.4,90.2,3.6,100,8.33,snow,1.4,11.1,45.4,28.8,347.7,1024.7,96.6,2.8,52.1,4.5,2,10,2022-01-23T07:55:21,2022-01-23T16:53:03,0.68,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-24,-7.3,-13.8,-10.9,-13.3,-19.7,-17.3,-12.3,89,0.2,100,4.17,snow,0,11.6,29.5,21.6,344.1,1036.1,87.3,8.9,71.4,6,3,10,2022-01-24T07:54:16,2022-01-24T16:54:39,0.72,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-25,-1.2,-15.4,-8.8,-5.7,-20.3,-13.6,-9.9,91.9,0.9,100,4.17,snow,0.6,11.9,40.7,14.4,280.1,1028.3,93.2,5.6,48.2,4.1,2,10,2022-01-25T07:53:08,2022-01-25T16:56:16,0.75,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-26,0.4,-5.1,-1.4,-2.3,-7.8,-5.7,-2.3,94.1,3,100,8.33,snow,2.9,13.2,42.1,25.2,319.2,1021.2,96.1,5.3,47.2,4.2,2,10,2022-01-26T07:51:57,2022-01-26T16:57:53,0.79,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-27,0.7,-7.5,-1.4,-3.7,-11.1,-6.2,-2.6,92.1,1.3,100,8.33,"rain,snow",0.8,10.7,44.6,22.3,266.1,1017.5,94.1,10.4,47.9,4.2,2,10,2022-01-27T07:50:45,2022-01-27T16:59:32,0.82,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"33429099999,remote"
Khmelnitsky,2022-01-28,1.4,-1.8,-0.1,-4.2,-7.9,-6.4,-1.3,92.1,2,100,8.33,"rain,snow",0.8,9.3,61.2,35.6,263.2,1009.4,97.6,7.6,43.7,3.7,2,10,2022-01-28T07:49:30,2022-01-28T17:01:11,0.85,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-29,-0.6,-6.8,-3.2,-6.6,-12.1,-9.6,-5.1,87.1,1,100,4.17,snow,0.9,10.6,56.5,34.2,294.7,1017.8,87.8,12,69.1,6,3,10,2022-01-29T07:48:13,2022-01-29T17:02:50,0.89,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-30,2.2,-4.3,-0.3,-4.2,-11.3,-7,-1.7,90.3,2.8,100,8.33,"rain,snow",2.7,11.4,75.6,39.6,252.3,1000.9,91.1,11.3,62,5.5,3,10,2022-01-30T07:46:54,2022-01-30T17:04:30,0.92,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-01-31,-0.3,-5.6,-1.8,-5.8,-11,-8.3,-3.5,88.3,2.8,100,8.33,snow,3,15.8,79.2,43.2,287.9,1002.1,91.9,13.1,71.2,6.2,3,10,2022-01-31T07:45:33,2022-01-31T17:06:10,0.96,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-01,-1.6,-7.2,-4.5,-5.2,-12.4,-8.9,-6.2,88.2,1,100,4.17,snow,0.4,12.4,34.6,14.4,252.7,1008.7,59.3,20.6,89.9,7.9,3,10,2022-02-01T07:44:10,2022-02-01T17:07:50,0.99,"Snow, Partially cloudy",Clearing in the afternoon with morning snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-02,0.7,-7.5,-2.5,-3.5,-13.1,-7.9,-4.2,88.4,0.8,100,4.17,"rain,snow",0.2,15.9,47.5,25.2,204.8,1004.3,90.9,16.9,59.1,5.1,2,10,2022-02-02T07:42:45,2022-02-02T17:09:31,0.02,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-03,-0.3,-10.9,-3.7,-5.9,-15.2,-9.7,-5.2,89.4,1.2,100,8.33,snow,0.1,16.8,50.8,32.4,301,1015,88.3,9.1,73.1,6.4,3,10,2022-02-03T07:41:18,2022-02-03T17:11:12,0.06,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-04,0.4,-11,-3.9,0.4,-14.8,-6.2,-5.1,91.7,0.8,100,25,snow,0.9,16.7,23.8,10.8,205.9,1018,95.4,4.5,69.1,6,2,10,2022-02-04T07:39:50,2022-02-04T17:12:53,0.09,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-05,0.9,-3.5,-1.1,-3.8,-8,-5.6,-2.4,91,0.5,100,8.33,"rain,snow",0.2,16.6,49,25.2,247.8,1014.4,96.6,14.1,45.9,4.1,2,10,2022-02-05T07:38:19,2022-02-05T17:14:35,0.12,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-06,2.4,-3,-0.1,-1.9,-8.3,-5.2,-2.3,85.6,0.2,100,4.17,"rain,snow",0,16.4,47.5,26.6,243.2,1014.5,95.7,15.8,71.7,6.2,2,10,2022-02-06T07:36:47,2022-02-06T17:16:16,0.16,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-07,2.9,-1.1,1,2.9,-6.5,-3.2,-0.5,90.3,3,100,4.17,"rain,snow",0.5,14.5,50.4,25.2,242.1,1002.1,100,9.8,28.4,2.5,1,10,2022-02-07T07:35:13,2022-02-07T17:17:58,0.19,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-08,0.7,-5.2,-0.7,-3.5,-9.7,-6.4,-2.2,89.9,5,100,4.17,"rain,snow",0.3,16.7,49,29.5,317.9,1015.8,92.2,14.1,52,4.5,3,10,2022-02-08T07:33:37,2022-02-08T17:19:40,0.23,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-09,2.6,-0.7,1.4,-0.4,-6.5,-3.7,0.3,93,2,100,4.17,"rain,snow",0,9,61.2,30.6,299.6,1020.2,87.2,14.7,74.6,6.5,3,10,2022-02-09T07:32:00,2022-02-09T17:21:21,0.26,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-10,5.6,2.2,3.2,3.6,-2.6,0,1.5,89.1,0.1,100,4.17,rain,0,5.6,56.5,25.2,271.3,1022.1,87.4,16,39.9,3.5,1,10,2022-02-10T07:30:21,2022-02-10T17:23:03,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-11,4.4,0.9,3.1,4.4,-1.5,1.3,1.1,86.6,0.5,100,4.17,rain,0,7.1,50.4,18,242.4,1018.8,89.3,15.1,35.3,3.1,2,10,2022-02-11T07:28:41,2022-02-11T17:24:44,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-12,3,-2.4,0.5,-1.2,-5.7,-4,-2,83.3,0.5,100,4.17,"rain,snow",0,5.2,58.7,32.4,303.4,1029.1,78.2,16.3,56.5,5,3,10,2022-02-12T07:26:59,2022-02-12T17:26:26,0.36,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-13,2.4,-5.6,-1.4,-2.3,-9.1,-4.5,-4.7,79,0,0,0,,0,3.7,46.4,25.2,175.4,1032.5,11.2,20.7,120.1,10.5,4,10,2022-02-13T07:25:16,2022-02-13T17:28:07,0.4,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-14,2.7,-4.6,-1,-1.4,-9.7,-5.5,-4.8,76.2,0,0,0,,0,2.9,47.2,21.6,166.7,1024.4,8.4,19.4,125.1,11,4,10,2022-02-14T07:23:31,2022-02-14T17:29:49,0.43,Clear,Clear conditions throughout the day.,clear-day,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-15,3.6,-3.8,-0.5,-0.3,-9.7,-4.9,-4.1,76.7,0,0,0,,0,2.2,48.6,21.6,155,1020.7,30.9,19.4,123.7,10.7,4,10,2022-02-15T07:21:45,2022-02-15T17:31:30,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-16,4,-2.4,1.1,1.6,-5.3,-1.2,-0.7,88,0,0,0,,0,1.9,33.1,18,167.9,1015.4,77.1,17.8,98.4,8.5,3,10,2022-02-16T07:19:58,2022-02-16T17:33:11,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-17,7.1,1.4,4.3,3.8,-1.9,0.6,0.7,77.9,1,100,4.17,rain,0,1.6,67.3,32.4,210.3,998.7,87.3,20.2,50.5,4.5,2,10,2022-02-17T07:18:10,2022-02-17T17:34:51,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-18,5,0.9,3.1,0.8,-4.4,-1.1,-0.6,77.2,0.4,100,4.17,"rain,snow",0,1.2,51.5,25.6,281.5,1005.9,69.5,18.8,83.5,7.2,4,10,2022-02-18T07:16:20,2022-02-18T17:36:32,0.57,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-19,8.9,0.7,4,5.8,-5.1,-0.1,-1.9,66.4,0.8,100,4.17,"rain,snow",0.1,0.8,57.2,28.8,221.5,1009.3,73.9,19.4,77.5,6.8,2,10,2022-02-19T07:14:29,2022-02-19T17:38:12,0.6,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-20,6.4,-0.3,2.9,3.6,-3.9,-0.6,-3.6,63.4,0,0,0,,0,0,50.8,25.2,239,1014.7,59,20.7,93.7,8.2,3,10,2022-02-20T07:12:37,2022-02-20T17:39:52,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-21,7.8,1.2,4.4,4.7,-2.4,1.1,-0.5,71,0.7,100,12.5,rain,0,0,52.2,32.4,201,1005.8,82.9,20.3,67.4,6,2,10,2022-02-21T07:10:44,2022-02-21T17:41:32,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-22,7.5,1.2,4.1,4.1,-2.9,1.8,-0.4,74,1,100,4.17,"rain,snow",0,0,42.1,28.8,274.2,1008.3,67.4,21.7,92,8,4,10,2022-02-22T07:08:50,2022-02-22T17:43:12,0.7,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-23,5.5,-0.8,2.1,1.9,-4.5,-1.4,-0.9,81.4,0.8,100,4.17,snow,0.1,0,39.6,25.2,258.3,1017.2,90.1,17.4,67.1,5.9,2,10,2022-02-23T07:06:55,2022-02-23T17:44:51,0.73,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"33557099999,33429099999,remote"
Khmelnitsky,2022-02-24,4.7,0.2,2.3,4.7,-2.3,0.3,-0.4,83,0.5,100,8.33,"rain,snow",0.2,0.1,25.2,14.4,277.6,1023.6,70,15.6,73.5,6.5,3,10,2022-02-24T07:04:59,2022-02-24T17:46:30,0.77,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"33429099999,remote"
Khmelnitsky,2022-02-25,7.6,-1.8,2.6,5.3,-5.7,-0.3,-1.5,75.9,0,0,0,snow,0,0,37.1,18,244.3,1018.6,53.6,20.2,121.6,10.7,4,10,2022-02-25T07:03:01,2022-02-25T17:48:09,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33429099999,remote"
Khmelnitsky,2022-02-26,5.2,-1.3,2.3,2.7,-5.1,-0.1,-3.1,69.6,0,0,0,,0,0,30.6,18,349.5,1026.8,87.1,20,120.4,10.7,4,10,2022-02-26T07:01:04,2022-02-26T17:49:47,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33429099999,remote"
Khmelnitsky,2022-02-27,5.9,-2,1,3.5,-3.9,-0.8,-3.6,72.4,0,0,0,snow,0,0,22.7,14.4,5.8,1032.3,76,19.7,128.5,11.4,4,10,2022-02-27T06:59:05,2022-02-27T17:51:25,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33429099999,remote"
Khmelnitsky,2022-02-28,2.9,-4.1,-0.4,-1.8,-9.1,-4.7,-5.5,69.6,0.8,100,4.17,snow,0,0.4,43.6,28.8,37.7,1032.2,59.6,18.4,134.9,11.8,4,10,2022-02-28T06:57:05,2022-02-28T17:53:03,0.9,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"33429099999,remote"
Khmelnitsky,2022-03-01,-0.6,-3.4,-1.9,-4.6,-8.6,-6.6,-5,79.3,1,100,4.17,snow,0.7,0.4,35.3,21.6,11.7,1030.1,92.7,10.6,66.2,4.8,2,10,2022-03-01T06:55:05,2022-03-01T17:54:41,0.94,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"33429099999,remote"
Khmelnitsky,2022-03-02,0.7,-1.6,-0.8,-2.8,-6.1,-4.5,-2.2,90.1,0.6,100,4.17,snow,1.2,1.5,29.2,18,4.4,1022,98.4,4.4,82.2,5.9,2,10,2022-03-02T06:53:04,2022-03-02T17:56:18,0.97,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"33429099999,remote"
Khmelnitsky,2022-03-03,1.1,-1.3,-0.1,-2.4,-5.9,-3.9,-0.9,94,4,100,8.33,snow,1.2,1.9,29.2,18,328.6,1014.5,98.2,2.5,92.2,6.7,2,10,2022-03-03T06:51:02,2022-03-03T17:57:55,0.01,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"33429099999,remote"
Khmelnitsky,2022-03-04,0.7,-1.1,-0.3,-3.3,-6.9,-4.4,-2.3,86.8,0.9,100,8.33,"rain,snow",0.2,1.8,28.8,25.2,333.1,1015.8,96.6,11.2,83.6,6,2,10,2022-03-04T06:49:00,2022-03-04T17:59:32,0.04,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"33429099999,remote"
Khmelnitsky,2022-03-05,0.1,-2.2,-1.1,-3.3,-6.6,-4.9,-4.4,78.6,0.2,100,8.33,snow,0.1,1.1,28.4,14.4,350.6,1020.5,98.7,13.2,85,6.2,2,10,2022-03-05T06:46:57,2022-03-05T18:01:09,0.07,"Snow, Overcast",Cloudy skies throughout the day with snow in the morning and afternoon.,snow,"33429099999,remote"
Khmelnitsky,2022-03-06,0.1,-3.6,-1.4,0.1,-4.7,-2,-5.8,73.2,0,0,0,snow,0,0.7,13.3,7.2,339.6,1023,80.6,20.1,166.4,11.9,5,10,2022-03-06T06:44:53,2022-03-06T18:02:45,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"33429099999,remote"
Khmelnitsky,2022-03-07,-1.1,-2.9,-2,-1.6,-7.6,-5.5,-6.2,73.6,0.3,100,12.5,snow,0.1,0.2,31.7,18,318.5,1017.9,90.6,19.3,144.6,11.7,4,10,2022-03-07T06:42:49,2022-03-07T18:04:21,0.14,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"33429099999,remote"
Khmelnitsky,2022-03-08,0.9,-3.2,-1.4,-3.9,-7.3,-6,-4.4,81.1,1.6,100,41.67,"rain,snow",0.8,0.4,41.4,25.2,340.1,1017.8,85.3,11.9,104.6,9.2,4,10,2022-03-08T06:40:44,2022-03-08T18:05:56,0.18,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"33429099999,remote"
Khmelnitsky,2022-03-09,-0.8,-5.6,-3.2,-4.5,-9.7,-7,-8.7,66.8,0.2,100,8.33,snow,0,0.2,25.2,14.4,11.5,1022.5,68.7,23.2,182.1,15.8,5,10,2022-03-09T06:38:39,2022-03-09T18:07:32,0.21,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"33429099999,remote"
Khmelnitsky,2022-03-10,-3.1,-6.6,-4.4,-6.8,-12.5,-9.7,-9.6,68.5,0.3,100,4.17,snow,0.5,0.3,40.7,25.2,32.1,1030.1,72.1,15.5,144.5,12.3,4,10,2022-03-10T06:36:34,2022-03-10T18:09:07,0.24,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"33429099999,remote"
Khmelnitsky,2022-03-11,-0.1,-9.8,-5.2,-6.2,-17.3,-10.9,-13.4,54,0,0,0,,0,0.2,45,32.4,15.9,1033.3,12.9,20.7,197.3,17.1,5,10,2022-03-11T06:34:28,2022-03-11T18:10:42,0.28,Clear,Clear conditions throughout the day.,clear-day,"33429099999,remote"
